OrgGroupCodeDesc,ContractNumber1,CentralNameLname1,CentralNameFname,ContractTitle1,CurrentContractStartDate,CurrentContractEndDate,CurrentContractAmount
"1490-Buildings & Grds DPW,Buildings & Grounds",C13-00267,Central Name,Central Name 2,DT Consulting - Environmental Site Assessment 300 Flatbush Ave,2013-06-01 00:00:00,2014-06-30 00:00:00,3000.0000
"1490-DPW Adm DPW,DPW Administration",C13-00270,Central Name,Central Name 2,Scott Dutton Associates - Architectural Services - 67 Wurts St,2013-06-01 00:00:00,2014-11-10 00:00:00,27180.0000
"4010-Health Adm Health,Health Administration",C13-00245,Central Name,Central Name 2,Accurate Analytical - Lead Dust Testing & Analysis,2013-06-01 00:00:00,2014-05-31 00:00:00,5000.0000
"8090-OBS Environment,Office of Business Services",C13-00235,Central Name,Central Name 2,Landscape Architecture Green Infrastructure - Restaino,2013-06-01 00:00:00,2014-06-13 00:00:00,6000.0000
"6010-DSS Admin DSS,DSS Administration",C13-00238,Central Name,Central Name 2,Bonadio - Fraud Detection Services,2013-06-01 00:00:00,2014-05-31 00:00:00,34999.9950
"6410-DSS Services Tourism,DSS Services",C13-00233,Central Name,Central Name 2,Distribution of Travel Guides - 7 Counties,2013-06-01 00:00:00,2014-05-31 00:00:00,8550.0000
"3020-Insurance Emergency Management / E911,Insurance",C13-00255,Central Name,Central Name 2,CANCELLED URS - Multi-Jurisdictional All-Hazard Mitigation Plan,2013-06-01 00:00:00,2017-06-30 00:00:00,154965.6600
"3020-Insurance Emergency Management / E911,Insurance",C13-00255A,Central Name,Central Name 2,URS - Multi-Jurisdictional All-Hazard Mitigation Plan Update ,2013-06-01 00:00:00,2018-06-30 00:00:00,169244.1400
"3020-Insurance Emergency Management / E911,Insurance",C13-00312,Central Name,Central Name 2,Emerson Network - Repair & Maintenance UPS Units,2013-06-01 00:00:00,2016-05-31 00:00:00,13816.6000
"1420-Central Svc County Attorney,Central Services",C13-00289,Central Name,Central Name 2,Ferster - Legal Services Surface Transportation Board,2013-06-05 00:00:00,2017-12-31 00:00:00,10000.0325
"1490-DPW Adm DPW,DPW Administration",2013-00000008,Central Name,Central Name 2,REVENUE: Golden Hill - Sewer/Water & Access Road Easement ,2013-06-25 00:00:00,2049-06-25 00:00:00,0.0000
"6010-DSS Admin DSS,DSS Administration",C11-00514,Central Name,Central Name 2,Family of Woodstock - Shelter Plus Care - 33 units SRO,2013-06-30 00:00:00,2014-06-30 00:00:00,1005316.0000
"6010-DSS Services DSS,DSS Services",C13-00091,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0000
"6290-DSS Services Office of Employment & Training,DSS Services",C13-00284,Central Name,Central Name 2,Youth Services - WIA Eligible Youth,2013-07-01 00:00:00,2015-06-30 00:00:00,150000.0000
"6290-DSS Services Office of Employment & Training,DSS Services",C13-00285,Central Name,Central Name 2,Objective Assessment Testing Services,2013-07-01 00:00:00,2014-06-30 00:00:00,0.0000
"1490-Highw & Bridges DPW,Highways & Bridges",C13-00253,Central Name,Central Name 2,Van Dale - Lease of Fabrication Facility,2013-07-01 00:00:00,2018-06-30 00:00:00,454380.0000
"3110-Crim Sheriff,Criminal",C13-00204,Central Name,Central Name 2,Lease for Criminal Division dispatch console,2013-07-01 00:00:00,2020-06-30 00:00:00,51912.0000
"5630-ARP UCAT,ARP",C13-00277,Central Name,Central Name 2,REVENUE: ARC Ulster-Greene - Bus Fare for Clients ,2013-07-01 00:00:00,2020-07-01 00:00:00,0.0000
"5630-ARP UCAT,ARP",C13-00279,Central Name,Central Name 2,REVENUE: Gateway - Bus Fare for Clients,2013-07-01 00:00:00,2020-07-01 00:00:00,0.0000
"5630-ARP UCAT,ARP",C13-00296,Central Name,Central Name 2,REVENUE: Mental Health - Bus Fare for Clients,2013-07-01 00:00:00,2020-07-01 00:00:00,0.0000
"5630-ARP UCAT,ARP",C13-00276,Central Name,Central Name 2,REVENUE: Rosendale - Bus Fare for Seniors at Meals on Wheels,2013-07-01 00:00:00,2020-07-01 00:00:00,0.0000
"6010-DSS Services DSS,DSS Services",C13-00103,Central Name,Central Name 2,Partnership for Education - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,422133.3843
"6010-DSS Services DSS,DSS Services",C13-00083,Central Name,Central Name 2,Best Friends - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,22121.3476
"1490-Buildings & Grds DPW,Buildings & Grounds",C13-00333,Central Name,Central Name 2,CANCELLED R F Peck - Water Treatment System Maintenance,2013-07-01 00:00:00,2014-10-01 00:00:00,6750.2296
"6010-DSS Services DSS,DSS Services",C13-00089,Central Name,Central Name 2,Center for Spectrum Svces - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,1724016.8551
"8020-DSS Services Planning,DSS Services",C14-00021,Central Name,Central Name 2,REVENUE: UCEDA - Provide Support & Administrative Services,2013-07-01 00:00:00,2020-07-01 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B13-47B,Central Name,Central Name 2,"Motor Oil & Other Auto Oil, Fluids etc",2013-07-01 00:00:00,2014-06-30 00:00:00,0.0741
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B13-47C,Central Name,Central Name 2,"Motor Oil & Other Auto Oil, Fluids etc",2013-07-01 00:00:00,2014-06-30 00:00:00,0.2772
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B13-47A,Central Name,Central Name 2,"Motor Oil & Other Auto Oil, Fluids etc",2013-07-01 00:00:00,2014-06-30 00:00:00,0.6110
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B13-47D,Central Name,Central Name 2,"Motor Oil & Other Auto Oil, Fluids etc",2013-07-01 00:00:00,2014-06-30 00:00:00,1390.2475
"4310-Health Adm Mental Health,Health Administration",C13-00316A,Central Name,Central Name 2,Hudson Valley Mental Health - Mental Health Treatment Services,2013-07-01 00:00:00,2018-12-31 00:00:00,6650000.0000
"6010-DSS Services DSS,DSS Services",C13-00095,Central Name,Central Name 2,Early Education - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,1796336.1628
"6010-DSS Services DSS,DSS Services",C13-00167,Central Name,Central Name 2,United Cerebral Palsy of Ulster - Preschool Special Education ,2013-07-01 00:00:00,2015-06-30 00:00:00,1083473.9570
"1165-ARP District Attorney,ARP",C14-00019,Central Name,Central Name 2,REVENUE: NYS DCJS - Operation IMPACT (DA lead),2013-07-01 00:00:00,2014-06-30 00:00:00,176700.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",C13-00286,Central Name,Central Name 2,Architect Services - Department Consolidation Project,2013-07-01 00:00:00,2014-12-31 00:00:00,7475.0000
"3110-Sher Admin Sheriff,Sheriff Administration",C13-00350,Central Name,Central Name 2,REVENUE: Rondout Valley Central - School Resource Officer 13/14,2013-07-01 00:00:00,2014-06-30 00:00:00,68806.3100
"3110-Sher Admin Sheriff,Sheriff Administration",C13-00356,Central Name,Central Name 2,REVENUE: UC BOCES - School Resource Officer 2013/14,2013-07-01 00:00:00,2014-06-30 00:00:00,45000.0000
"3140-Jail Probation,Corrections",C13-00265,Central Name,Central Name 2,Risk Assessments Clinical Sex Offender ,2013-07-01 00:00:00,2014-06-30 00:00:00,9500.0000
"6010-DSS Services DSS,DSS Services",C13-00227,Central Name,Central Name 2,Personal Care Services -  A&T Healthcare,2013-07-01 00:00:00,2014-12-31 00:00:00,0.0136
"6010-DSS Services DSS,DSS Services",C13-00211,Central Name,Central Name 2,Multi-County - PINS & JD Case Management ,2013-07-01 00:00:00,2014-06-30 00:00:00,60280.0000
"6010-DSS Services DSS,DSS Services",C13-00212,Central Name,Central Name 2,Consultant - MST Program Training & Support,2013-07-01 00:00:00,2014-06-30 00:00:00,32046.0000
"6290-DSS Services Office of Employment & Training,DSS Services",C13-00285A,Central Name,Central Name 2,Gateway - Objective Assessment Testing Services ,2013-07-01 00:00:00,2014-06-30 00:00:00,47375.1610
"6290-DSS Services Office of Employment & Training,DSS Services",C13-00290,Central Name,Central Name 2,United Way - Payroll Services WIA Y/R Youth Employment Program,2013-07-01 00:00:00,2014-06-30 00:00:00,40000.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",C13-00314,Central Name,Central Name 2,"Rest Assured - Alarm  Monitoring, Maintenance&Testing - 67 Wurts",2013-07-01 00:00:00,2015-06-30 00:00:00,12058.0000
"1490-DPW Adm DPW,DPW Administration",C11-00442A,Central Name,Central Name 2,Xerox - Maintenance Copier DPW B&G (Xerox CC45HC),2013-07-01 00:00:00,2015-06-30 00:00:00,1208.5202
"1490-DPW Adm DPW,DPW Administration",C13-00315,Central Name,Central Name 2,Palombo - Construction Management STRIVE Project,2013-07-01 00:00:00,2015-11-30 00:00:00,281055.2476
"3110-Sher Admin Sheriff,Sheriff Administration",C13-00266,Central Name,Central Name 2,New World - Software Civil Paper Proc & Income/Prop Execution,2013-07-01 00:00:00,2015-12-31 00:00:00,62970.0000
"6010-DSS Services DSS,DSS Services",C13-00075,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,2535.1272
"6010-DSS Services DSS,DSS Services",C13-00076,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,8785.0954
"6010-DSS Services DSS,DSS Services",C13-00077,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00078,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,8060.0318
"6010-DSS Services DSS,DSS Services",C13-00079,Central Name,Central Name 2,Astor Services - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,33178.6035
"6010-DSS Services DSS,DSS Services",C13-00082,Central Name,Central Name 2,Basile Crimi - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,27680.0318
"6010-DSS Services DSS,DSS Services",C13-00084,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,19435.0318
"6010-DSS Services DSS,DSS Services",C13-00084A,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,24895.0318
"6010-DSS Services DSS,DSS Services",C13-00086,Central Name,Central Name 2,Center for Physical Thrpy - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,7805.1116
"6010-DSS Services DSS,DSS Services",C13-00088,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0573
"6010-DSS Services DSS,DSS Services",C13-00090,Central Name,Central Name 2,Preschool Special Education Services - Complete OT PT SLP ,2013-07-01 00:00:00,2015-06-30 00:00:00,54360.0954
"6010-DSS Services DSS,DSS Services",C13-00091A,Central Name,Central Name 2,Country Acres - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,84788.8415
"6010-DSS Services DSS,DSS Services",C13-00092,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,8385.0318
"6010-DSS Services DSS,DSS Services",C13-00093,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,35925.0318
"6010-DSS Services DSS,DSS Services",C13-00094,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,56123.2952
"6010-DSS Services DSS,DSS Services",C13-00096,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00098,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,94105.0318
"6010-DSS Services DSS,DSS Services",C13-00099,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00100,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00104,Central Name,Central Name 2,Ferrara - Preschool Special Education ,2013-07-01 00:00:00,2015-06-30 00:00:00,19435.0318
"6010-DSS Services DSS,DSS Services",C13-00105,Central Name,Central Name 2,"Finn, Louisa - Preschool Special Education Services",2013-07-01 00:00:00,2015-06-30 00:00:00,1820.0558
"6010-DSS Services DSS,DSS Services",C13-00106,Central Name,Central Name 2,Dr Frank Volz - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,143680.0603
"6010-DSS Services DSS,DSS Services",C13-00107,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,107400.0318
"6010-DSS Services DSS,DSS Services",C13-00108,Central Name,Central Name 2,Garitta - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,8650.0318
"6010-DSS Services DSS,DSS Services",C13-00109,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,7410.0318
"6010-DSS Services DSS,DSS Services",C13-00111,Central Name,Central Name 2,"Graubard, Tara - Preschool Special Education ",2013-07-01 00:00:00,2015-06-30 00:00:00,22490.0318
"6010-DSS Services DSS,DSS Services",C13-00112,Central Name,Central Name 2,Hafner - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,1430.0318
"6010-DSS Services DSS,DSS Services",C13-00113,Central Name,Central Name 2,Harrison - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,2150.0603
"6010-DSS Services DSS,DSS Services",C13-00114,Central Name,Central Name 2,Haskell - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00116,Central Name,Central Name 2,"Hasson-Axblad, Marcia - Preschool Special Education ",2013-07-01 00:00:00,2015-06-30 00:00:00,4445.0318
"6010-DSS Services DSS,DSS Services",C13-00118,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,24950.0318
"6010-DSS Services DSS,DSS Services",C13-00120,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,107080.1272
"6010-DSS Services DSS,DSS Services",C13-00125,Central Name,Central Name 2,"Lane, Therese - Preschool Special Education",2013-07-01 00:00:00,2015-06-30 00:00:00,15750.0318
"6010-DSS Services DSS,DSS Services",C13-00126,Central Name,Central Name 2,"McLaughlin, Nancy - Preschool Special Education ",2013-07-01 00:00:00,2015-06-30 00:00:00,7020.0318
"6010-DSS Services DSS,DSS Services",C13-00127,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00128,Central Name,Central Name 2,"Massimi, Theresa - Preschool Special Education ",2013-07-01 00:00:00,2015-06-30 00:00:00,37730.0318
"6010-DSS Services DSS,DSS Services",C13-00132,Central Name,Central Name 2,Milestones Pediatric - Preschool Special Education Services ,2013-07-01 00:00:00,2015-06-30 00:00:00,2925.0318
"6010-DSS Services DSS,DSS Services",C13-00133,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,44450.0318
"6010-DSS Services DSS,DSS Services",C13-00137,Central Name,Central Name 2,Nadoolman - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,47510.0603
"6010-DSS Services DSS,DSS Services",C13-00138,Central Name,Central Name 2,Novogrodsky - Preschool Special Education,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00139,Central Name,Central Name 2,COARC - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,8.4538
"6010-DSS Services DSS,DSS Services",C13-00142,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,60550.0318
"6010-DSS Services DSS,DSS Services",C13-00143,Central Name,Central Name 2,Onteora Central - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,5852.1920
"6010-DSS Services DSS,DSS Services",C13-00145,Central Name,Central Name 2,Parsi - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00147,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,166485.0318
"6010-DSS Services DSS,DSS Services",C13-00151,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00154,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,78590.0318
"6010-DSS Services DSS,DSS Services",C13-00155,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,8590.0318
"6010-DSS Services DSS,DSS Services",C13-00156,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,14795.0318
"6010-DSS Services DSS,DSS Services",C13-00157,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,43330.0318
"6010-DSS Services DSS,DSS Services",C13-00159,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,2405.0318
"6010-DSS Services DSS,DSS Services",C13-00160,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,0.0318
"6010-DSS Services DSS,DSS Services",C13-00163,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,14950.0318
"6010-DSS Services DSS,DSS Services",C13-00165,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,157370.0318
"6010-DSS Services DSS,DSS Services",C13-00166,Central Name,Central Name 2,Tri-Valley Central School - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,6745.3309
"6010-DSS Services DSS,DSS Services",C13-00170,Central Name,Central Name 2,Walsh - Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,5635.0603
"6010-DSS Services DSS,DSS Services",C13-00171,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,87685.0318
"6010-DSS Services DSS,DSS Services",C13-00172,Central Name,Central Name 2,Preschool Special Education Services - Wilson Zahava,2013-07-01 00:00:00,2015-06-30 00:00:00,12720.0303
"6010-DSS Services DSS,DSS Services",C13-00173,Central Name,Central Name 2,Preschool Special Education Services,2013-07-01 00:00:00,2015-06-30 00:00:00,2465.0318
